region,school,graduates_2019,graduates_2014,median_debt,median_income,debt_to_earnings_ratio,white_pct,aian_pct,asian_pct,black_pct,hisp_pct,unkn_pct,two_plus_pct,men_pct,women_pct,graduates_2018,graduates_2017,graduates_2016,graduates_2015,inst_location,inst_type,inst_classification,inst_special_designations,int_pct_online,inst_undergrads,inst_undergrads_nondeg,inst_pell,inst_low_inc_pct,inst_undergrad_women_pct,inst_undergrad_nonwhite_pct,inst_grads,inst_tuition_instate,inst_tuition_outstate,inst_coa,inst_net_price,inst_net_price_30k,inst_floan_pct,inst_median_debt,inst_completion_rate,inst_econ_mobility_rate,inst_lowinc_to_highinc,inst_inc_6yr,inst_inc_10yr,inst_inc_10yr_grad
"Albany-Schenectady-Troy, NY","SUNY Oneonta",1648,1473,19656,32382,0.607,0.797,0.002,0.022,0.038,0.100,0.012,0.016,0.361,0.639,1647,1644,1639,1589,"New York, Oneonta","Public","Selective public","",0.057,6046,18,0.346,0.070,0.639,0.179,464,8740,18650,24862,17470,11106,0.939,19500,0.657,0.018,0.257,30689,51984,50949
"Albany-Schenectady-Troy, NY","SUNY at Albany",4909,4496,19592,39239,0.499,0.520,0.002,0.066,0.133,0.123,0.030,0.025,0.446,0.554,4759,4719,4723,4564,"New York, Albany","Public","Selective public","",0.190,13153,133,0.421,0.083,0.554,0.349,4258,10176,27766,26090,18577,13123,0.880,20000,0.560,0.036,0.434,43224,59745,62493
"Albany-Schenectady-Troy, NY","Samaritan Hospital School of Nursing",59,67,17350,60839,0.285,0.915,0.000,0.034,0.034,0.017,0.000,0.000,0.136,0.864,80,66,76,80,"New York, Troy","Private, Non-profit","Data Unavailable","",0.000,136,"Data Unavailable",0.346,0.225,0.864,0.085,"Data Unavailable",14292,14292,21429,21429,"Data Unavailable","Data Unavailable",15250,1.000,0.022,0.096,"Data Unavailable",48671,30747
"Albany-Schenectady-Troy, NY","Schenectady County Community College",516,576,11000,28327,0.388,0.709,0.004,0.081,0.161,0.000,0.016,0.027,0.411,0.589,537,549,654,638,"New York, Schenectady","Public","Two-year (public and private not-for-profit)","",0.237,2311,2421,0.324,0.139,0.589,0.275,"Data Unavailable",5212,9904,12065,5717,3703,0.554,10362,0.085,0.010,0.073,30088,36350,33522
"Albany-Schenectady-Troy, NY","Siena College",901,846,26280,45571,0.577,0.822,0.000,0.036,0.030,0.065,0.003,0.017,0.487,0.513,878,903,817,862,"New York, Loudonville","Private, Non-profit","Selective private","",0.105,3146,42,0.252,0.037,0.513,0.148,108,39030,39030,55706,27479,20232,0.947,26849,0.749,0.013,0.355,51523,66479,67821
"Albany-Schenectady-Troy, NY","Skidmore College",660,757,22473,37808,0.594,0.633,0.000,0.046,0.044,0.076,0.029,0.038,0.367,0.633,727,660,682,675,"New York, Saratoga Springs","Private, Non-profit","Highly selective private","",0.000,2649,13,0.152,0.044,0.633,0.204,1,56322,56322,71730,27197,9372,0.891,19500,0.847,0.020,0.445,"Data Unavailable",63726,52725
"Albany-Schenectady-Troy, NY","St. Peter's Hospital College of Nursing",48,49,15830,57512,0.275,0.750,0.000,0.104,0.104,0.042,0.000,0.000,0.125,0.875,54,55,50,58,"New York, Albany","Private, Non-profit","Data Unavailable","",0.000,111,"Data Unavailable",0.263,0.225,0.875,0.250,"Data Unavailable",13911,13911,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable",13500,1.000,0.022,0.096,60126,73099,30747
"Albany-Schenectady-Troy, NY","The College of Saint Rose",1714,1687,20165,114749,0.176,0.569,0.001,0.019,0.130,0.092,0.107,0.062,0.236,0.764,1713,1772,1658,1551,"New York, Albany","Private, Non-profit","Selective private","",0.175,2409,24,0.450,0.059,0.764,0.303,1571,33386,33386,48093,22754,18980,0.945,25000,0.460,0.017,0.292,38013,50491,51282
"Albany-Schenectady-Troy, NY","The New School Center for Media",28,90,8583,"Data Unavailable",Data Unavailable,0.750,0.000,0.000,0.250,0.000,0.000,0.000,0.893,0.107,38,59,83,88,"New York, Albany","Private, For-profit","Data Unavailable","",0.000,32,"Data Unavailable",0.897,"Data Unavailable",0.107,0.250,"Data Unavailable","Data Unavailable","Data Unavailable",12410,8891,8891,"Data Unavailable","Data Unavailable",1.000,"Data Unavailable","Data Unavailable",27298,"Data Unavailable","Data Unavailable"
"Albany-Schenectady-Troy, NY","Union College",543,527,27000,40467,0.667,0.730,0.000,0.057,0.051,0.056,0.002,0.025,0.530,0.470,528,510,608,523,"New York, Schenectady","Private, Non-profit","Highly selective private","",0.000,2161,28,0.129,0.043,0.470,0.189,"Data Unavailable",57324,57324,70799,34779,14238,0.962,25831,0.780,0.019,0.450,"Data Unavailable",71055,73926
"Albuquerque, NM","Aveda Institute-New Mexico",91,113,8167,17998,0.454,0.352,0.022,0.011,0.044,0.549,0.022,0.000,0.022,0.978,78,93,92,113,"New Mexico, Albuquerque","Private, For-profit","Data Unavailable","",0.000,71,"Data Unavailable",0.434,0.225,0.978,0.626,"Data Unavailable","Data Unavailable","Data Unavailable",19028,15664,13695,0.921,8098,0.078,0.022,0.096,21802,"Data Unavailable",30747
"Albuquerque, NM","Brookline College-Albuquerque (Branch Campus)",116,183,9500,23462,0.405,0.483,0.103,0.026,0.043,0.328,0.000,0.017,0.207,0.793,118,165,117,186,"New Mexico, Albuquerque","Private, For-profit","Four-year for-profit","",0.000,452,"Data Unavailable",0.628,0.369,0.793,0.517,"Data Unavailable","Data Unavailable","Data Unavailable",30499,25212,25557,0.885,9500,0.479,0.014,0.038,23393,24653,17982
"Albuquerque, NM","Carrington College-Albuquerque (Branch Campus)",188,304,8957,24866,0.360,0.176,0.282,0.011,0.027,0.484,0.005,0.011,0.096,0.904,257,242,346,364,"New Mexico, Albuquerque","Private, For-profit","Two-year for-profit","",0.406,424,"Data Unavailable",0.506,0.280,0.904,0.819,"Data Unavailable","Data Unavailable","Data Unavailable",30589,27977,25478,0.846,9500,0.532,0.007,0.024,30973,32585,22311
"Albuquerque, NM","Central New Mexico Community College",9574,6700,5972,23508,0.254,0.314,0.060,0.025,0.024,0.497,0.053,0.024,0.386,0.614,9609,12909,6841,8299,"New Mexico, Albuquerque","Public","Two-year (public and private not-for-profit)","Hispanic-serving Institution",0.440,18120,4976,0.291,0.196,0.614,0.632,"Data Unavailable",1650,7410,9555,3429,2604,0.211,6834,0.145,0.014,0.073,28914,33975,25863
"Albuquerque, NM","New Mexico Institute of Mining and Technology",408,327,18873,62409,0.302,0.547,0.017,0.032,0.012,0.235,0.027,0.034,0.699,0.301,397,408,398,363,"New Mexico, Socorro","Public","Highly selective public","Hispanic-serving Institution",0.093,1241,83,0.318,0.084,0.301,0.331,511,8156,23524,22050,14595,10924,0.730,19000,0.267,0.040,0.477,62367,64650,61050
"Albuquerque, NM","Southwestern Indian Polytechnic Institute",77,84,"Data Unavailable",19455,Data Unavailable,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.390,0.610,79,87,83,84,"New Mexico, Albuquerque","Public","Data Unavailable","Tribal College and University",0.018,438,5,0.531,"Data Unavailable",0.610,1.000,"Data Unavailable",1095,1095,10832,5458,4966,"Data Unavailable","Data Unavailable",0.046,"Data Unavailable","Data Unavailable",19556,23877,"Data Unavailable"
"Albuquerque, NM","Toni & Guy Hairdressing Academy-Albuquerque",78,53,9989,17725,0.564,0.244,0.026,0.000,0.026,0.641,0.038,0.013,0.141,0.859,114,84,92,59,"New Mexico, Albuquerque","Private, For-profit","Data Unavailable","",0.000,162,"Data Unavailable",0.482,0.225,0.859,0.718,"Data Unavailable","Data Unavailable","Data Unavailable",18514,14272,12419,0.955,10556,0.121,0.022,0.096,25966,"Data Unavailable",30747
"Albuquerque, NM","Toni & Guy Hairdressing Academy-Rio Rancho (Branch Campus)",14,0,9989,17725,0.564,0.357,0.071,0.000,0.000,0.500,0.071,0.000,0.143,0.857,2,0,0,0,"New Mexico, Rio Rancho","Private, For-profit","Data Unavailable","",0.000,22,"Data Unavailable",0.525,0.225,0.857,0.571,"Data Unavailable","Data Unavailable","Data Unavailable",22079,18097,15984,"Data Unavailable",10556,"Data Unavailable",0.022,0.096,25966,"Data Unavailable",30747
"Albuquerque, NM","University of New Mexico-Main Campus",5990,5766,18902,34388,0.550,0.379,0.043,0.040,0.020,0.417,0.017,0.030,0.420,0.580,6134,6096,5828,5728,"New Mexico, Albuquerque","Public","Selective public","Hispanic-serving Institution",0.408,16170,1160,0.358,0.136,0.580,0.551,5399,7875,23292,19286,14446,13242,0.523,18500,0.293,0.020,0.150,33380,41674,38739
"Albuquerque, NM","University of New Mexico-Valencia County Campus (Branch Campus)",227,304,10962,20921,0.524,0.229,0.031,0.004,0.004,0.683,0.022,0.022,0.300,0.700,252,256,251,284,"New Mexico, Los Lunas","Public","Selective public","Hispanic-serving Institution",0.740,1261,935,0.239,0.136,0.700,0.749,"Data Unavailable",1878,5136,12789,8151,7695,0.523,18500,0.132,0.020,0.150,33380,41674,38739
"Albuquerque, NM","Western New Mexico University",721,549,41000,47260,0.868,0.382,0.035,0.018,0.069,0.412,0.051,0.008,0.326,0.674,842,734,718,629,"New Mexico, Silver City","Public","Selective public","Hispanic-serving Institution",0.665,1620,594,0.463,0.231,0.674,0.549,979,6306,13539,18758,12411,12306,0.642,23105,0.141,0.031,0.134,26891,33938,31080
"Alexandria, LA","Blue Cliff College-Alexandria (Branch Campus)",264,179,21641,18350,1.179,0.367,0.011,0.000,0.538,0.015,0.057,0.011,0.061,0.939,209,192,242,194,"Louisiana, Alexandria","Private, For-profit","Two-year for-profit","",0.324,438,"Data Unavailable",0.834,"Data Unavailable",0.939,0.576,"Data Unavailable","Data Unavailable","Data Unavailable",24596,20410,20410,0.863,9855,0.169,"Data Unavailable","Data Unavailable",18368,23118,"Data Unavailable"
"Alexandria, LA","Central Louisiana Technical Community College",1975,984,5500,33192,0.166,0.502,0.022,0.004,0.366,0.033,0.026,0.036,0.598,0.402,1895,1789,1118,1404,"Louisiana, Alexandria","Public","Two-year (public and private not-for-profit)","",0.122,1518,1009,0.354,"Data Unavailable",0.402,0.472,"Data Unavailable",4099,8208,13886,7873,7773,0.389,5500,0.659,"Data Unavailable","Data Unavailable",21930,26572,"Data Unavailable"
"Alexandria, LA","Louisiana College",233,268,16955,42002,0.404,0.738,0.009,0.009,0.176,0.026,0.004,0.017,0.353,0.647,215,220,216,262,"Louisiana, Pineville","Private, Non-profit","Selective private","",0.254,934,65,0.457,0.089,0.647,0.237,225,17500,17500,26813,12684,13079,0.881,21825,0.241,0.020,0.220,40524,43411,44955
"Alexandria, LA","Louisiana State University-Alexandria",540,304,20150,31423,0.641,0.665,0.078,0.019,0.174,0.033,0.017,0.015,0.294,0.706,453,423,312,325,"Louisiana, Alexandria","Public","Selective public","",0.652,2893,488,0.429,0.087,0.706,0.319,"Data Unavailable",6668,14024,14608,8413,7487,0.753,20500,0.179,0.021,0.247,32487,36241,48840
"Alexandria, LA","Pineville Beauty School",24,35,"Data Unavailable",13173,Data Unavailable,0.917,0.000,0.000,0.042,0.042,0.000,0.000,0.000,1.000,35,32,40,32,"Louisiana, Pineville","Private, For-profit","Data Unavailable","",0.000,70,"Data Unavailable",0.642,0.225,1.000,0.083,"Data Unavailable","Data Unavailable","Data Unavailable",16241,9873,10001,"Data Unavailable","Data Unavailable",0.067,0.022,0.096,16281,12681,30747
"Alexandria, LA","Unitech Training Academy-Alexandria (Branch Campus)",175,84,8406,18460,0.455,0.514,0.006,0.011,0.440,0.006,0.023,0.000,0.051,0.949,114,112,131,110,"Louisiana, Alexandria","Private, For-profit","Less than two-year schools of any type","",0.000,73,"Data Unavailable",0.789,"Data Unavailable",0.949,0.463,"Data Unavailable","Data Unavailable","Data Unavailable",24385,20828,20828,0.829,8395,0.534,"Data Unavailable","Data Unavailable",20071,20766,"Data Unavailable"
"Allentown-Bethlehem-Easton, PA-NJ","Cedar Crest College",460,370,31375,46087,0.681,0.543,0.002,0.027,0.082,0.124,0.118,0.004,0.141,0.859,469,491,422,416,"Pennsylvania, Allentown","Private, Non-profit","Selective private","Women-Only College",0.455,1200,16,0.407,"Data Unavailable",0.859,0.239,310,40374,40374,50609,21520,18693,0.960,27000,0.404,"Data Unavailable","Data Unavailable",49963,52679,"Data Unavailable"
"Allentown-Bethlehem-Easton, PA-NJ","Centenary University",575,533,26000,46620,0.558,0.466,0.000,0.014,0.066,0.043,0.381,0.012,0.336,0.664,551,562,609,646,"New Jersey, Hackettstown","Private, Non-profit","Selective private","",0.366,1183,10,0.381,0.094,0.664,0.136,488,33492,33492,48080,20474,15601,0.921,23569,0.497,0.010,0.110,57672,51404,39072
"Allentown-Bethlehem-Easton, PA-NJ","DeSales University",914,839,26000,51106,0.509,0.770,0.000,0.027,0.026,0.104,0.042,0.029,0.358,0.642,848,846,874,865,"Pennsylvania, Center Valley","Private, Non-profit","Selective private","",0.358,2437,55,0.261,0.036,0.642,0.187,968,38700,38700,52637,28309,21495,0.957,25252,0.002,0.007,0.192,51554,56641,56721
"Allentown-Bethlehem-Easton, PA-NJ","Empire Beauty  School-Lehigh Valley",53,91,12671,16870,0.751,0.377,0.000,0.000,0.208,0.264,0.000,0.132,0.057,0.943,65,76,92,82,"Pennsylvania, Whitehall","Private, For-profit","Data Unavailable","",0.000,68,"Data Unavailable",0.539,"Data Unavailable",0.943,0.623,"Data Unavailable","Data Unavailable","Data Unavailable",20695,15751,14959,0.851,13000,0.000,"Data Unavailable","Data Unavailable",21889,23974,"Data Unavailable"
"Allentown-Bethlehem-Easton, PA-NJ","Falcon Institute of Health and Science",39,0,"Data Unavailable","Data Unavailable",Data Unavailable,0.205,0.000,0.026,0.385,0.282,0.103,0.000,0.026,0.974,0,0,0,0,"Pennsylvania, Bethlehem","Private, For-profit","Data Unavailable","",0.000,61,"Data Unavailable",0.191,"Data Unavailable",0.974,0.692,"Data Unavailable",21140,21140,40640,29239,29239,"Data Unavailable","Data Unavailable",0.909,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"Allentown-Bethlehem-Easton, PA-NJ","International Institute for Restorative Practices",70,12,"Data Unavailable","Data Unavailable",Data Unavailable,0.586,0.000,0.000,0.171,0.000,0.129,0.029,0.143,0.857,43,50,36,23,"Pennsylvania, Bethlehem","Private, Non-profit","Data Unavailable","",0.643,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable",0.857,0.200,171,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"Allentown-Bethlehem-Easton, PA-NJ","Lafayette College",723,690,19500,60839,0.321,0.680,0.000,0.040,0.046,0.053,0.058,0.017,0.450,0.550,703,670,657,681,"Pennsylvania, Easton","Private, Non-profit","Other elite schools (public and private)","",0.000,2641,21,0.109,0.028,0.550,0.156,"Data Unavailable",55752,55752,71270,32551,6934,0.923,17500,0.841,0.016,0.585,"Data Unavailable",84939,83583
"Allentown-Bethlehem-Easton, PA-NJ","Lehigh Carbon Community College",876,796,14486,33993,0.426,0.675,0.000,0.027,0.062,0.160,0.034,0.035,0.325,0.675,884,837,813,764,"Pennsylvania, Schnecksville","Public","Two-year (public and private not-for-profit)","Hispanic-serving Institution",0.365,5396,1447,0.365,0.117,0.675,0.284,"Data Unavailable",4260,11160,10387,7117,5243,0.581,11000,0.079,0.010,0.085,33539,38273,33411
"Allentown-Bethlehem-Easton, PA-NJ","Lehigh University",1952,1963,24500,69338,0.353,0.579,0.001,0.069,0.026,0.076,0.039,0.028,0.545,0.455,2157,1986,2063,2028,"Pennsylvania, Bethlehem","Private, Non-profit","Other elite schools (public and private)","",0.059,5164,14,0.159,0.033,0.455,0.200,1775,55240,55240,68383,29301,14080,0.953,23000,0.800,0.019,0.570,"Data Unavailable",95033,90132
"Allentown-Bethlehem-Easton, PA-NJ","Lehigh Valley Barber School",15,0,"Data Unavailable","Data Unavailable",Data Unavailable,0.467,0.000,0.000,0.133,0.400,0.000,0.000,0.867,0.133,14,0,0,0,"Pennsylvania, Bethlehem","Private, For-profit","Data Unavailable","",0.000,69,"Data Unavailable",0.879,"Data Unavailable",0.133,0.533,"Data Unavailable","Data Unavailable","Data Unavailable",19634,16135,16135,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"Allentown-Bethlehem-Easton, PA-NJ","Lincoln Technical Institute-Allentown (Branch Campus)",311,359,10707,27526,0.389,0.405,0.000,0.006,0.151,0.350,0.048,0.039,0.164,0.836,268,285,335,363,"Pennsylvania, Allentown","Private, For-profit","Two-year for-profit","",0.000,601,"Data Unavailable",0.691,"Data Unavailable",0.836,0.547,"Data Unavailable","Data Unavailable","Data Unavailable",30230,26334,25665,0.896,11250,0.280,"Data Unavailable","Data Unavailable",31736,35265,"Data Unavailable"
"Allentown-Bethlehem-Easton, PA-NJ","Metro Beauty Academy",120,186,11779,19227,0.613,0.658,0.000,0.033,0.042,0.133,0.058,0.075,0.025,0.975,146,146,152,186,"Pennsylvania, Allentown","Private, For-profit","Data Unavailable","",0.000,140,"Data Unavailable",0.284,0.225,0.975,0.283,"Data Unavailable","Data Unavailable","Data Unavailable",20601,17862,15425,"Data Unavailable",8764,0.259,0.022,0.096,21124,"Data Unavailable",30747
"Allentown-Bethlehem-Easton, PA-NJ","Moravian College",669,454,26937,49136,0.548,0.762,0.000,0.013,0.039,0.061,0.061,0.021,0.388,0.612,571,526,484,402,"Pennsylvania, Bethlehem","Private, Non-profit","Selective private","",0.091,2014,59,0.285,0.041,0.612,0.135,522,45312,45312,57959,28924,22333,0.978,27000,0.665,0.014,0.341,35945,61264,62382
"Allentown-Bethlehem-Easton, PA-NJ","Muhlenberg College",652,679,26241,33637,0.780,0.691,0.000,0.038,0.033,0.074,0.090,0.016,0.372,0.628,682,670,617,711,"Pennsylvania, Allentown","Private, Non-profit","Highly selective private","",0.026,2231,20,0.168,0.022,0.628,0.161,"Data Unavailable",54600,54600,67170,27285,14567,0.948,25987,0.805,0.010,0.465,51016,68629,66711
"Allentown-Bethlehem-Easton, PA-NJ","Northampton County Area Community College",1423,1575,15250,27874,0.547,0.654,0.001,0.022,0.087,0.176,0.009,0.030,0.403,0.597,1458,1446,1638,1648,"Pennsylvania, Bethlehem","Public","Two-year (public and private not-for-profit)","",0.381,8901,899,0.411,0.091,0.597,0.319,"Data Unavailable",4530,14460,14380,9053,7556,0.538,15250,0.084,0.011,0.122,31380,37111,33522
"Allentown-Bethlehem-Easton, PA-NJ","Pennsylvania State University-Penn State Lehigh Valley (Branch Campus)",98,102,25931,38485,0.674,0.622,0.000,0.122,0.082,0.122,0.031,0.020,0.398,0.602,117,109,120,95,"Pennsylvania, Center Valley","Public","Selective public","","Data Unavailable",0,0,"Data Unavailable",0.058,0.602,0.347,0,14476,23466,"Data Unavailable","Data Unavailable","Data Unavailable",0.902,25000,"Data Unavailable",0.018,0.302,47751,58227,56499
"Allentown-Bethlehem-Easton, PA-NJ","Platt College-McCann-Allentown (Branch Campus)",349,0,28334,26694,1.061,0.370,0.003,0.009,0.129,0.413,0.020,0.057,0.516,0.484,289,386,353,0,"Pennsylvania, Allentown","Private, For-profit","Four-year for-profit","",0.175,491,"Data Unavailable",0.637,0.338,0.484,0.610,"Data Unavailable","Data Unavailable","Data Unavailable",25891,20255,20287,0.941,14000,0.231,0.004,0.011,24558,28204,15762
"Allentown-Bethlehem-Easton, PA-NJ","St Lukes Hospital School of Nursing",130,35,13500,62171,0.217,0.854,0.000,0.008,0.062,0.077,0.000,0.000,0.146,0.854,47,113,57,87,"Pennsylvania, Bethlehem","Private, Non-profit","Data Unavailable","",0.000,241,"Data Unavailable",0.312,0.225,0.854,0.146,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable",13500,"Data Unavailable",0.022,0.096,62239,63222,30747
